6.9428,5.6067
4.3037,3.169
5.7642,6.333
9.4587,3.382
4.9815,7.2811
4.7493,6.1503
6.1969,2.6916
0,6.3606
2.7692,5.5612
7.2723,5.0375
2.7043,3.5326
1.4559,6.6034
6.6373,8.3079
2.587,6.144
5.5743,4.8693
2.9569,5.0488
2.7732,5.7162
7.2196,3.0978
3.5082,6.2992
7.2088,2.0722
6.2066,6.6599
1.1493,5.4646
2.905,3.7478
6.562,10
2.9365,5.2996
5.4358,2.7222
4.2756,4.3786
7.5159,5.9336
5.3044,3.857
1.6306,7.8352
1.1643,3.3386
4.7229,3.223
4.9321,3.4494
5.5001,5.3887
4.9621,4.244
9.0749,6.1012
2.4287,3.5988
6.3435,3.3957
3.9185,1.4602
5.7034,6.0471
6.511,3.7032
3.0747,1.9843
2.2756,6.8792
3.6182,5.075
10,5.0804
4.1036,5.9221
5.1124,3.7115
2.835,3.9946
3.1209,4.0658
4.5924,5.4448
6.6967,3.9741
4.5644,4.5459
2.8099,2.8474
2.5579,1.4746
8.973,5.6859
5.318,4.6328
5.606,2.1625
2.8746,5.4802
5.838,3.2632
6.6372,5.0351
6.378,8.3747
4.1617,3.8816
4.1114,0
3.7491,5.5294
4.7001,2.2558
3.8524,4.2162
1.0733,5.5552
3.815,6.9285
3.8817,7.0601
1.5113,3.6307
5.2434,2.0961
7.6712,7.1853
2.6802,1.8053
5.4128,3.7397
7.3246,6.7758
1.8314,5.2143
4.1835,3.0214
6.0964,7.9799
3.6653,5.1325
3.4967,4.9772
1.0351,6.6721
3.9313,1.4736
5.6309,5.6835
2.2212,2.1015
4.5206,5.6377
4.6332,2.987
6.5618,5.899
1.5309,5.6476
6.9981,7.7165
8.6911,4.6703
2.8889,2.1116
6.8513,3.8099
3.9415,5.3715
5.6281,5.3613
7.5452,6.9585
6.3835,6.8045
5.6821,3.7449
8.8597,5.6837
3.4948,3.7471
3.2796,2.0074
2.6562,4.404
6.5548,3.9046
7.8762,4.1269
4.2472,5.9477
2.9425,5.5133
3.8238,3.3664
4.9818,5.1379
2.859,2.5065
6.6984,4.0551
2.8647,6.1246
7.6806,2.9363
2.2128,7.0466
4.7424,1.0419
5.5984,2.307
5.7489,8.6892
6.9303,5.2316
4.2883,2.9161
6.7654,8.0135
4.8786,4.9722
7.2753,7.4094
8.2362,6.7172
5.0064,7.4507
7.0374,0.79681
3.9792,3.2218
5.6615,8.5518
5.8997,5.9269
7.66,6.4794
4.8159,9.4187
6.0647,3.1626
5.6574,5.3954
4.02,8.3288
4.5751,8.589
0.7636,7.1546
3.5532,3.3944
7.6995,7.2169
5.8851,7.1224
4.3576,6.4323
3.5738,4.4216
4.5718,10
1.9278,4.9854
3.0944,5.8761
2.8829,5.5146
4.0843,4.5085
2.8363,6.5595
7.3838,5.7643
3.8963,3.8927
4.3199,3.4407
6.7129,6.1822
8.5919,4.7077
2.989,4.0558
5.7449,8.8855
3.0244,5.8553
3.5687,6.8314
6.7148,6.5606
5.9535,1.8602
6.2429,8.0187
3.5796,4.3617
6.4497,6.6979
5.4839,9.2677
4.0909,3.0609
6.0588,2.9187
3.2874,7.0681
0,7.4017
1.3729,0.65405
3.7448,4.7942
7.3418,6.7929
6.7032,9.116
4.1264,7.2722
1.1374,4.397
5.1055,3.4896
2.5912,6.1099
5.7869,6.1912
0.39222,5.7131
3.4842,5.9109
7.6194,4.5019
2.534,4.0052
5.362,5.2842
10,6.231
8.7855,1.0567
4.4312,5.4709
4.9936,0
5.5999,5.3635
3.2442,6.6409
1.0186,4.3907
2.1185,5.6238
4.126,4.3154
7.604,5.8767
7.8915,8.9889
4.6434,5.2921
3.3391,4.0454
6.3204,5.214
7.0503,5.9623
5.5101,4.9046
3.7307,4.2082
2.9408,4.2724
2.9958,3.11
7.7576,7.5293
6.4948,7.1208
3.5865,7.6076
5.1935,2.6478
5.6668,4.9203
5.7421,6.2936
9.5417,4.9948
4.4613,6.1192
7.4916,4.7694
10,2.685
5.9876,3.2356
7.9529,6.2488
4.5019,5.2546
4.5432,4.7922
7.2572,6.2318
5.4204,7.1577
8.07,5.6717
4.5376,4.1453
6.7605,5.6957
3.4022,1.0416
3.5042,1.343
6.122,6.0675
5.6397,7.0529
5.5695,4.5112
7.5208,7.9004
5.327,5.1434
2.7245,3.9502
4.2046,3.6398
5.8292,5.6588
4.4126,6.1082
4.0845,9.6385
4.4546,7.1804
6.0481,4.461
0.83555,2.2962
7.0426,4.2057
7.7361,5.7503
5.4258,3.5837
3.8354,4.5172
7.256,0
5.5901,3.9106
4.5304,5.8031
4.9895,4.563
5.3055,3.8361
2.6959,5.5539
2.8184,2.412
3.1819,5.2591
8.1932,5.9775
4.9321,5.8622
2.4613,6.4865
2.3182,6.5773
0,4.2292
3.3112,5.8256
7.4864,5.7946
5.1173,5.8567
6.6403,4.5436
2.1861,6.2015
3.6193,6.1327
4.8204,6.6053
6.3538,6.0916
6.4013,6.8369
8.0068,6.0945
6.4216,10
4.8783,4.3179
7.8829,2.7419
8.5023,4.2334
7.9593,9.3543
5.8029,3.5893
5.4443,2.5486
5.4085,3.8087
3.0218,4.5207
3.9209,5.8523
2.5355,6.0832
6.9821,6.6789
8.3808,5.9701
3.2127,5.8346
2.3174,5.5812
5.4377,5.7926
4.0357,0.61889
5.4,8.8384
2.3898,3.3782
2.6416,1.0754
3.718,5.7389
7.5334,7.8321
2.7899,5.7458
6.6694,7.0612
6.3553,4.1535
4.5391,2.9005
1.6449,1.8227
4.5573,5.4246
5.4854,5.8253
8.0769,7.018
7.1913,5.3882
6.4428,7.0179
7.8694,3.1575
1.5989,6.2702
5.0299,4.9859
7.0826,6.8122
3.1177,3.8392
4.4489,3.5784
5.1377,8.2033
6.9401,8.7654
8.4125,3.3082
4.2008,6.2697
3.3482,2.761
5.7234,6.5479
2.7965,5.7093
8.6279,4.4859
5.7461,7.1378
2.6882,3.9661
5.8009,6.3996
6.3449,6.3497
6.9153,3.4793
1.6678,7.7098
2.149,5.3343
8.5013,5.6566
4.9897,3.0712
5.8378,5.0069
1.221,1.7813
5.2886,3.9604
4.5886,10
4.2493,8.0378
4.6368,7.3401
9.6509,3.9497
4.9683,2.0539
3.1218,7.7223
3.4973,6.1398
8.0274,8.8294
7.851,3.313
1.9973,7.873
2.2239,7.5511
3.398,3.8191
6.8516,5.7224
7.5684,4.1741
5.2571,8.2647
5.7874,3.4596
1.3946,7.2564
4.3289,5.69
5.6232,8.8621
6.7667,4.1668
10,8.2672
1.842,5.4384
4.2747,7.8329
8.5161,5.6021
6.1566,6.307
1.3397,3.4523
6.9286,3.1524
6.0441,3.4562
6.1842,2.0467
8.109,2.6361
1.9444,5.6234
0,6.3292
5.1865,7.024
0.72511,3.0121
3.5937,9.0909
5.6482,6.5702
5.4432,7.9646
6.3281,6.3602
5.2737,7.2833
5.6795,9.1097
2.3001,4.2802
9.344,3.6464
3.326,9.0328
6.8315,4.2425
3.4214,8.7339
3.7578,5.8948
2.3656,6.5854
3.4498,0
3.5625,7.3402
4.8694,6.139
3.0644,9.1792
4.3646,5.5791
5.0894,6.1932
1.0677,4.4229
5.51,6.758
3.1059,7.3129
5.0547,4.3952
6.0612,6.3442
5.1467,5.6337
3.9727,4.6482
3.1811,6.9788
2.9419,4.8171
6.6785,5.5614
5.6378,2.9326
4.7678,9.6612
4.8694,5.5856
5.4543,1.1475
0.98701,7.6859
3.4333,5.5817
3.8911,9.0974
7.8576,4.4745
4.9689,6.604
2.2235,4.4183
2.5406,3.7979
8.2475,5.5116
7.487,6.1553
3.2889,3.3173
4.5281,5.0753
5.3773,6.965
3.0953,5.628
4.2247,1.9791
5.9733,5.6511
3.6711,2.3577
6.9692,3.8172
2.6176,6.4592
5.2512,4.2821
5.6649,8.2896
3.1168,4.8494
4.8697,3.586
6.2459,5.1708
4.1908,8.8519
4.7435,4.7538
2.7765,8.2575
4.0447,5.1702
5.6672,4.6809
4.8278,4.9776
4.3781,5.5552
6.3266,5.0402
5.0818,4.7442
3.138,5.8225
5.2076,9.1675
0.83196,5.9472
7.0013,5.1566
3.3658,8.2228
4.4457,4.2571
7.2093,8.3556
5.8847,5.7803
4.7572,3.1428
4.7872,0
5.8643,4.3193
4.3887,2.9985
3.6872,4.0004
5.4878,5.7842
6.3321,4.685
5.9663,7.4516
5.0452,7.3566
5.4349,9.0961
3.9075,4.5622
4.781,4.4017
6.7571,5.3842
3.7003,8.0453
8.1214,5.9768
7.3429,3.2589
5.7978,4.3435
6.9401,8.0722
5.7166,9.7772
4.3715,4.1634
5.0178,3.2009
2.3808,4.8759
7.6151,10
8.8838,4.584
5.8944,5.5514
6.4191,5.8583
6.2402,5.3823
3.133,3.2298
4.5358,3.5311
5.3689,4.3917
3.5261,3.1601
6.0382,0.26381
4.7906,4.8547
4.8307,5.1976
6.6281,6.0805
6.5162,7.3424
5.9973,6.6365
4.9608,5.7091
4.5591,3.7583
6.4906,8.1229
6.9855,5.2574
4.1339,5.9923
5.9275,6.2946
2.8639,7.9026
4.5556,4.9394
5.1202,4.1288
7.2043,6.6459
3.3658,6.3661
4.8274,5.1624
6.8735,3.4944
5.0808,4.8961
2.2961,7.1353
2.3023,0.54694
0,5.5349
3.4081,2.9941
4.13,0.66972
5.1301,4.8721
6.0623,5.2252
4.9386,4.1571
7.6515,6.1869
2.7208,4.838
3.5307,5.003
5.3065,1.6411
4.175,2.3296
8.0243,5.1552
4.3398,3.8246
4.8553,7.8729
10,5.5873
7.7342,3.3977
4.8072,5.143
4.4192,2.5981
6.0653,5.3488
6.7922,3.8051
4.5783,8.5536
3.5058,5.548
8.9142,5.6103
7.3675,6.4072
4.4127,3.1909
4.5036,8.7269
6.9271,5.0515
5.0628,2.5403
2.877,6.7048
4.6325,2.9488
3.529,6.8765
1.5844,2.1006
4.2526,7.7848
4.5945,2.674
2.571,4.833
8.7148,8.8093
10,9.839
3.8525,4.7214
7.8476,5.1672
4.0461,5.4122
2.6909,6.0561
8.3902,4.3929
0,6.7699
9.2554,5.9439
9.9499,5.23
5.8641,2.2187
3.21,4.8969
7.1084,6.498
